Suburb,State,Postcode
ROSES GAP,VIC,3385
ROSEWHITE,VIC,3737
ROSLYNMEAD,VIC,3564
ROSS CREEK,VIC,3351
ROSSBRIDGE,VIC,3377
ROSTRON,VIC,3477
ROWSLEY,VIC,3340
ROWVILLE,VIC,3178
ROXBURGH PARK,VIC,3064
RUBICON,VIC,3712
RUBY,VIC,3953
RUFFY,VIC,3666
RUNNING CREEK,VIC,3691
RUNNYMEDE,VIC,3558
RUPANYUP,VIC,3388
RUSHWORTH,VIC,3612
RUSSELLS BRIDGE,VIC,3331
RUTHERGLEN,VIC,3685
RYANS,VIC,3875
RYANSTON,VIC,3992
RYE,VIC,3941
RYTHDALE,VIC,3810
SAFETY BEACH,VIC,3936
SAILORS FALLS,VIC,3461
SAILORS GULLY,VIC,3556
SAILORS HILL,VIC,3461
SALE,VIC,3850
SALISBURY WEST,VIC,3517
SAMARIA,VIC,3673
SAN REMO,VIC,3925
SANDFORD,VIC,3312
SANDHILL LAKE,VIC,3579
SANDHURST,VIC,3977
SANDON,VIC,3462
SANDRINGHAM,VIC,3191
SANDY CREEK,VIC,3695
SANDY POINT,VIC,3959
SARGOOD,VIC,3858
SARSFIELD,VIC,3875
SASSAFRAS,VIC,3787
SAWMILL SETTLEMENT,VIC,3723
SCARSDALE,VIC,3351
SCORESBY,VIC,3179
SCOTCHMANS LEAD,VIC,3352
SCOTSBURN,VIC,3352
SCOTTS CREEK,VIC,3267
SEA LAKE,VIC,3533
SEABROOK,VIC,3028
SEACOMBE,VIC,3851
SEAFORD,VIC,3198
SEAHOLME,VIC,3018
SEASPRAY,VIC,3851
SEATON,VIC,3858
SEAVIEW,VIC,3821
SEBASTIAN,VIC,3556
SEBASTOPOL,VIC,3356
SEDDON,VIC,3011
SEDGWICK,VIC,3551
SELBY,VIC,3159
SELWYN,VIC,3737
SEPARATION CREEK,VIC,3234
SERPENTINE,VIC,3517
SERVICETON,VIC,3420
SEVILLE,VIC,3139
SEVILLE EAST,VIC,3139
SEYMOUR,VIC,3660
SHADY CREEK,VIC,3821
SHAYS FLAT,VIC,3377
SHE OAKS,VIC,3331
SHEANS CREEK,VIC,3666
SHEEP HILLS,VIC,3392
SHELBOURNE,VIC,3515
SHELFORD,VIC,3329
SHELLEY,VIC,3701
SHEPHERDS FLAT,VIC,3461
SHEPPARTON,VIC,3630
SHEPPARTON EAST,VIC,3631
SHEPPARTON NORTH,VIC,3631
SHERBROOKE,VIC,3789
SHOREHAM,VIC,3916
SIDONIA,VIC,3444
SILVAN,VIC,3795
SILVERLEAVES,VIC,3922
SIMPSON,VIC,3266
SIMPSONS CREEK,VIC,3888
SIMSON,VIC,3465
SKENES CREEK,VIC,3233
SKENES CREEK NORTH,VIC,3233
SKIBO,VIC,3260
SKINNERS FLAT,VIC,3518
SKIPTON,VIC,3361
SKYE,VIC,3977
SLATY CREEK,VIC,3477
SMEATON,VIC,3364
SMITHS BEACH,VIC,3922
SMITHS GULLY,VIC,3760
SMOKEYTOWN,VIC,3364
SMOKO,VIC,3741
SMYTHES CREEK,VIC,3351
SMYTHESDALE,VIC,3351
SNAKE ISLAND,VIC,3971
SNAKE VALLEY,VIC,3351
SOLDIERS HILL,VIC,3350
SOMERS,VIC,3927
SOMERTON,VIC,3062
SOMERVILLE,VIC,3912
SORRENTO,VIC,3943
SOUTH DUDLEY,VIC,3995
SOUTH GEELONG,VIC,3220
SOUTH KINGSVILLE,VIC,3015
SOUTH MELBOURNE,VIC,3205
SOUTH MORANG,VIC,3752
SOUTH PURRUMBETE,VIC,3260
SOUTH WHARF,VIC,3006
SOUTH YARRA,VIC,3141
SOUTHBANK,VIC,3006
SOUTHERN CROSS,VIC,3283
SPARGO CREEK,VIC,3461
SPEED,VIC,3488
SPOTSWOOD,VIC,3015
SPRING GULLY,VIC,3550
SPRING HILL,VIC,3444
SPRINGBANK,VIC,3352
SPRINGDALLAH,VIC,3351
SPRINGFIELD,VIC,3544
SPRINGFIELD,VIC,3434
SPRINGHURST,VIC,3682
SPRINGMOUNT,VIC,3364
SPRINGVALE,VIC,3171
SPRINGVALE SOUTH,VIC,3172
ST ALBANS,VIC,3021
ST ALBANS PARK,VIC,3219
ST ANDREWS,VIC,3761
ST ANDREWS BEACH,VIC,3941
ST ARNAUD,VIC,3478
ST ARNAUD EAST,VIC,3477
ST ARNAUD NORTH,VIC,3477
ST CLAIR,VIC,3995
ST GERMAINS,VIC,3620
ST HELENA,VIC,3088
ST HELENS,VIC,3285
ST HELENS PLAINS,VIC,3401
ST JAMES,VIC,3727
ST KILDA,VIC,3182
ST KILDA EAST,VIC,3183
ST KILDA WEST,VIC,3182
ST LEONARDS,VIC,3223
STACEYS BRIDGE,VIC,3971
STAFFORDSHIRE REEF,VIC,3351
STAGHORN FLAT,VIC,3691
STANHOPE,VIC,3623
STANLEY,VIC,3747
STAUGHTON VALE,VIC,3340
STAVELY,VIC,3379
STAWELL,VIC,3380
STEELS CREEK,VIC,3775
STEIGLITZ,VIC,3331
STEWARTON,VIC,3725
STIRLING,VIC,3893
STOCKDALE,VIC,3862
STOCKYARD HILL,VIC,3373
STONEHAVEN,VIC,3218
STONELEIGH,VIC,3373
STONY CREEK,VIC,3371
STONY CREEK,VIC,3957
STONYFORD,VIC,3260
STRADBROKE,VIC,3851
STRANGWAYS,VIC,3461
STRATEN,VIC,3533
STRATFORD,VIC,3862
STRATH CREEK,VIC,3658
STRATHALLAN,VIC,3622
STRATHBOGIE,VIC,3666
STRATHDALE,VIC,3550
STRATHDOWNIE,VIC,3312
STRATHEWEN,VIC,3099
STRATHFIELDSAYE,VIC,3551
STRATHKELLAR,VIC,3301
STRATHLEA,VIC,3364
STRATHMERTON,VIC,3641
STRATHMORE,VIC,3041
STRATHMORE HEIGHTS,VIC,3041
STREATHAM,VIC,3351
STRZELECKI,VIC,3950
STUART MILL,VIC,3477
SUGARLOAF,VIC,3234
SUGARLOAF CREEK,VIC,3658
SUGGAN BUGGAN,VIC,3885
SULKY,VIC,3352
SUMMERLANDS,VIC,3922
SUNBURY,VIC,3429
SUNDAY CREEK,VIC,3658
SUNDERLAND BAY,VIC,3922
SUNSET STRIP,VIC,3922
SUNSHINE,VIC,3020
SUNSHINE NORTH,VIC,3020
SUNSHINE WEST,VIC,3020
SURF BEACH,VIC,3922
SURREY HILLS,VIC,3127
SUTHERLAND,VIC,3477
SUTHERLANDS CREEK,VIC,3331
SUTTON,VIC,3530
SUTTON GRANGE,VIC,3448
SWAN BAY,VIC,3225
SWAN HILL,VIC,3585
SWAN HILL WEST,VIC,3585
SWAN ISLAND,VIC,3225
SWAN MARSH,VIC,3249
SWAN REACH,VIC,3903
SWANPOOL,VIC,3673
SWANWATER,VIC,3477
SWANWATER WEST,VIC,3480
SWIFTS CREEK,VIC,3896
SYDENHAM,VIC,3037
SYLVATERRE,VIC,3575
TABBERABBERA,VIC,3875
TABILK,VIC,3607
TABOR,VIC,3289
TAGGERTY,VIC,3714
TAHARA,VIC,3301
TAHARA BRIDGE,VIC,3315
TAHARA WEST,VIC,3310
TALBOT,VIC,3371
TALGARNO,VIC,3691
TALLANDOON,VIC,3701
TALLANGATTA,VIC,3700
TALLANGATTA EAST,VIC,3700
TALLANGATTA SOUTH,VIC,3701
TALLANGATTA VALLEY,VIC,3701
TALLAROOK,VIC,3659
TALLYGAROOPNA,VIC,3634
TAMBO CROSSING,VIC,3893
TAMBO UPPER,VIC,3885
TAMBOON,VIC,3890
TAMBORITHA,VIC,3858
TAMINICK,VIC,3675
TAMLEUGH,VIC,3669
TAMLEUGH NORTH,VIC,3669
TANDAROOK,VIC,3260
TANDARRA,VIC,3571
TANGAMBALANGA,VIC,3691
TANJIL,VIC,3825
TANJIL BREN,VIC,3833
TANJIL SOUTH,VIC,3825
TANWOOD,VIC,3478
TANYBRYN,VIC,3249
TARADALE,VIC,3447
TARCOMBE,VIC,3666
TARILTA,VIC,3451
TARNAGULLA,VIC,3551
TARNEIT,VIC,3029
TARNOOK,VIC,3670
TAROON,VIC,3265
TARRA VALLEY,VIC,3971
TARRANYURK,VIC,3414
TARRAVILLE,VIC,3971
TARRAWARRA,VIC,3775
TARRAWINGEE,VIC,3678
TARRAYOUKYAN,VIC,3315
TARRENGOWER,VIC,3463
TARRENLEA,VIC,3315
TARRINGTON,VIC,3301
TARRONE,VIC,3283
TARWIN,VIC,3956
TARWIN LOWER,VIC,3956
TATONG,VIC,3673
TATURA,VIC,3616
TATURA EAST,VIC,3616
TATYOON,VIC,3378
TAWONGA,VIC,3697
TAWONGA SOUTH,VIC,3698
TAYLOR BAY,VIC,3713
TAYLORS HILL,VIC,3037
TAYLORS LAKES,VIC,3038
TEAL POINT,VIC,3579
TECOMA,VIC,3160
TEDDYWADDY,VIC,3527
TEDDYWADDY WEST,VIC,3527
TEESDALE,VIC,3328
TELANGATUK EAST,VIC,3401
TELFORD,VIC,3730
TELOPEA DOWNS,VIC,3420
TEMPLESTOWE,VIC,3106
TEMPLESTOWE LOWER,VIC,3107
TEMPY,VIC,3489
TENBY POINT,VIC,3984
TENNYSON,VIC,3572
TERANG,VIC,3264
TERIP TERIP,VIC,3719
TERRAPPEE,VIC,3525
TERRICK TERRICK,VIC,3575
TERRICK TERRICK EAST,VIC,3573
TESBURY,VIC,3260
TETOORA ROAD,VIC,3821
THALIA,VIC,3527
THE BASIN,VIC,3154
THE COVE,VIC,3268
THE GURDIES,VIC,3984
THE HEART,VIC,3851
THE HONEYSUCKLES,VIC,3851
THE PATCH,VIC,3792
THE SISTERS,VIC,3265
THOLOGOLONG,VIC,3691
THOMASTOWN,VIC,3074
THOMSON,VIC,3825
THOMSON,VIC,3219
THOONA,VIC,3726
THORNBURY,VIC,3071
THORNTON,VIC,3712
THORPDALE,VIC,3835
THORPDALE SOUTH,VIC,3824
THOWGLA VALLEY,VIC,3707
THREE BRIDGES,VIC,3797
TIMBARRA,VIC,3885
TIMBOON,VIC,3268
TIMBOON WEST,VIC,3268
TIMMERING,VIC,3561
TIMOR,VIC,3465
TIMOR WEST,VIC,3465
TINAMBA,VIC,3859
TINAMBA WEST,VIC,3859
TINTALDRA,VIC,3708
TITTYBONG,VIC,3542
TOL TOL,VIC,3549
TOLMIE,VIC,3723
TOM GROGGIN,VIC,3707
TONGALA,VIC,3621
TONGHI CREEK,VIC,3890
TONGIO,VIC,3896
TONIMBUK,VIC,3815
TOOAN,VIC,3409
TOOBORAC,VIC,3522
TOOLAMBA,VIC,3614
TOOLAMBA WEST,VIC,3614
TOOLANGI,VIC,3777
TOOLERN VALE,VIC,3337
TOOLLEEN,VIC,3551
TOOLOME,VIC,3860
TOOLONDO,VIC,3401
TOOLONG,VIC,3285
TOOMBON,VIC,3825
TOONGABBIE,VIC,3856
TOORA,VIC,3962
TOORA NORTH,VIC,3962
TOORADIN,VIC,3980
TOORAK,VIC,3142
TOORLOO ARM,VIC,3909
TOORONGO,VIC,3833
TOOTGAROOK,VIC,3941
TORQUAY,VIC,3228
TORRITA,VIC,3490
TORRUMBARRY,VIC,3562
TORWOOD,VIC,3821
TOSTAREE,VIC,3888
TOTTENHAM,VIC,3012
TOTTINGTON,VIC,3477
TOURELLO,VIC,3363
TOWAN,VIC,3596
TOWANINNY,VIC,3527
TOWANINNY SOUTH,VIC,3527
TOWER HILL,VIC,3283
TOWONG,VIC,3707
TOWONG UPPER,VIC,3707
TRAFALGAR,VIC,3824
TRAFALGAR EAST,VIC,3824
TRAFALGAR SOUTH,VIC,3824
TRAGOWEL,VIC,3579
TRARALGON,VIC,3844
TRARALGON EAST,VIC,3844
TRARALGON SOUTH,VIC,3844
TRAVANCORE,VIC,3032
TRAWALLA,VIC,3373
TRAWOOL,VIC,3660
TRAYNORS LAGOON,VIC,3477
TREMONT,VIC,3785
TRENTHAM,VIC,3458
TRENTHAM EAST,VIC,3458
TRESCO,VIC,3583
TRESCO WEST,VIC,3584
TRIDA,VIC,3953
TRUGANINA,VIC,3029
TUBBUT,VIC,3888
TUERONG,VIC,3915
TULKARA,VIC,3384
TULLAMARINE,VIC,3043
TUNGAMAH,VIC,3728
TUROAR,VIC,3546
TURRIFF,VIC,3488
TURRIFF EAST,VIC,3488
TURTONS CREEK,VIC,3960
TUTYE,VIC,3490
TYAAK,VIC,3658
TYABB,VIC,3913
TYENNA,VIC,3533
TYERS,VIC,3844
TYLDEN,VIC,3444
TYNONG,VIC,3813
TYNONG NORTH,VIC,3813
TYNTYNDER,VIC,3586
TYNTYNDER SOUTH,VIC,3586
TYRENDARRA,VIC,3285
TYRENDARRA EAST,VIC,3285
TYRRELL,VIC,3533
TYRRELL DOWNS,VIC,3533
ULLINA,VIC,3370
ULLSWATER,VIC,3318
ULTIMA,VIC,3544
ULTIMA EAST,VIC,3544
ULUPNA,VIC,3641
UNDERA,VIC,3629
UNDERBOOL,VIC,3509
UPOTIPOTPON,VIC,3669
UPPER FERNTREE GULLY,VIC,3156
UPPER GUNDOWRING,VIC,3691
UPPER LURG,VIC,3673
UPPER PLENTY,VIC,3756
UPPER RYANS CREEK,VIC,3673
UPTON HILL,VIC,3664
UPWEY,VIC,3158
VALENCIA CREEK,VIC,3860
VASEY,VIC,3407
VAUGHAN,VIC,3451
VECTIS,VIC,3401
VENTNOR,VIC,3922
VENUS BAY,VIC,3956
VERMONT,VIC,3133
VERMONT SOUTH,VIC,3133
VERVALE,VIC,3814
VESPER,VIC,3833
VICTORIA POINT,VIC,3294
VICTORIA VALLEY,VIC,3294
VIEWBANK,VIC,3084
VINIFERA,VIC,3591
VIOLET TOWN,VIC,3669
VITE VITE,VIC,3325
VITE VITE NORTH,VIC,3325
W TREE,VIC,3885
WAAIA,VIC,3637
WAANYARRA,VIC,3551
WAARRE,VIC,3269
WABONGA,VIC,3678
WAGGARANDALL,VIC,3646
WAHGUNYAH,VIC,3687
WAHRING,VIC,3608
WAIL,VIC,3401
WAIREWA,VIC,3887
WAITCHIE,VIC,3544
WAL WAL,VIC,3385
WALDARA,VIC,3678
WALHALLA,VIC,3825
WALHALLA EAST,VIC,3825
WALKERVILLE,VIC,3956
WALKERVILLE NORTH,VIC,3956
WALKERVILLE SOUTH,VIC,3956
WALLACE,VIC,3352
WALLACEDALE,VIC,3303
WALLAGARAUGH,VIC,3891
WALLALOO,VIC,3387
WALLALOO EAST,VIC,3387
WALLAN,VIC,3756
WALLINDUC,VIC,3351
WALLINGTON,VIC,3222
WALLUP,VIC,3401
WALMER,VIC,3463
WALPA,VIC,3875
WALPEUP,VIC,3507
WALWA,VIC,3709
WANDANA HEIGHTS,VIC,3216
WANDELLA,VIC,3579
WANDILIGONG,VIC,3744
WANDIN EAST,VIC,3139
WANDIN NORTH,VIC,3139
WANDO BRIDGE,VIC,3312
WANDO VALE,VIC,3312
WANDONG,VIC,3758
WANDOWN,VIC,3549
WANGANDARY,VIC,3678
WANGARABELL,VIC,3891
WANGARATTA,VIC,3677
WANGARATTA SOUTH,VIC,3678
WANGIE,VIC,3530
WANGOOM,VIC,3279
WANNON,VIC,3301
WANTIRNA,VIC,3152
WANTIRNA SOUTH,VIC,3152
WARANGA SHORES,VIC,3612
WARATAH BAY,VIC,3959
WARBURTON,VIC,3799
WAREEK,VIC,3465
WARGAN,VIC,3505
WARMUR,VIC,3482
WARNCOORT,VIC,3243
WARNE,VIC,3530
WARNEET,VIC,3980
WARRABKOOK,VIC,3286
WARRACKNABEAL,VIC,3393
WARRAGUL,VIC,3820
WARRAGUL SOUTH,VIC,3821
WARRAGUL WEST,VIC,3821
WARRAK,VIC,3377
WARRANDYTE,VIC,3113
WARRANDYTE SOUTH,VIC,3134
WARRANWOOD,VIC,3134
WARRAYURE,VIC,3301
WARRENBAYNE,VIC,3670
WARRENHEIP,VIC,3352
WARRENMANG,VIC,3478
WARRION,VIC,3249
WARRNAMBOOL,VIC,3280
WARROCK,VIC,3312
WARRONG,VIC,3283
WARTOOK,VIC,3401
WATCHEM,VIC,3482
WATCHEM WEST,VIC,3482
WATCHUPGA,VIC,3485
WATERFORD PARK,VIC,3658
WATERHOLES,VIC,3875
WATERLOO,VIC,3373
WATERWAYS,VIC,3195
WATSONIA,VIC,3087
WATSONIA NORTH,VIC,3087
WATSONS CREEK,VIC,3097
WATTLE BANK,VIC,3995
WATTLE CREEK,VIC,3384
WATTLE FLAT,VIC,3352
WATTLE GLEN,VIC,3096
WATTLE HILL,VIC,3237
WAUBRA,VIC,3352
WAURN PONDS,VIC,3216
WAYGARA,VIC,3888
WEATHERBOARD,VIC,3352
WEDDERBURN,VIC,3518
WEDDERBURN JUNCTION,VIC,3518
WEE WEE RUP,VIC,3568
WEEAPROINAH,VIC,3237
WEERING,VIC,3251
WEERITE,VIC,3260
WEHLA,VIC,3518
WELLSFORD,VIC,3551
WELSHMANS REEF,VIC,3462
WELSHPOOL,VIC,3966
WEMEN,VIC,3549
WENDOUREE,VIC,3355
WENSLEYDALE,VIC,3241
WENTWORTH,VIC,3875
WERNETH,VIC,3352
WERONA,VIC,3364
WERRIBEE,VIC,3030
WERRIBEE SOUTH,VIC,3030
WERRIMULL,VIC,3496
WESBURN,VIC,3799
WEST BENDIGO,VIC,3550
WEST CREEK,VIC,3992
WEST FOOTSCRAY,VIC,3012
WEST MELBOURNE,VIC,3003
WEST WODONGA,VIC,3690
WESTBURY,VIC,3825
WESTBY,VIC,3579
WESTMEADOWS,VIC,3049
WESTMERE,VIC,3351
WHANREGARWEN,VIC,3714
WHARPARILLA,VIC,3564
WHEATSHEAF,VIC,3461
WHEELERS HILL,VIC,3150
WHIPSTICK,VIC,3556
WHIRILY,VIC,3483
WHITE HILLS,VIC,3550
WHITEHEADS CREEK,VIC,3660
WHITELAW,VIC,3950
WHITFIELD,VIC,3733
WHITLANDS,VIC,3678
WHITTINGTON,VIC,3219
WHITTLESEA,VIC,3757
WHOOREL,VIC,3243
WHOROULY,VIC,3735
WHOROULY EAST,VIC,3735
WHOROULY SOUTH,VIC,3735
WHROO,VIC,3612
WICKLIFFE,VIC,3379
WILBY,VIC,3728
WILD DOG VALLEY,VIC,3953
WILDWOOD,VIC,3429
WILKUR,VIC,3393
WILLANGIE,VIC,3485
WILLATOOK,VIC,3283
WILLAURA,VIC,3379
WILLAURA NORTH,VIC,3379
WILLENABRINA,VIC,3393
WILLIAMS LANDING,VIC,3027
WILLIAMSTOWN,VIC,3016
WILLIAMSTOWN NORTH,VIC,3016
WILLOW GROVE,VIC,3825
WILLOWMAVIN,VIC,3764
WILLOWVALE,VIC,3360
WILLUNG,VIC,3847
WILLUNG SOUTH,VIC,3847
WILSONS HILL,VIC,3515
WILSONS PROMONTORY,VIC,3960
WIMBLEDON HEIGHTS,VIC,3922
WINCHELSEA,VIC,3241
WINCHELSEA SOUTH,VIC,3241
WINDERMERE,VIC,3352
WINDSOR,VIC,3181
WINGAN RIVER,VIC,3891
WINGEEL,VIC,3321
WINJALLOK,VIC,3477
WINLATON,VIC,3585
WINNAMBOOL,VIC,3546
WINNAP,VIC,3304
WINNINDOO,VIC,3858
WINSLOW,VIC,3281
WINTON,VIC,3673
WINTON NORTH,VIC,3673
WIRRATE,VIC,3608
WISELEIGH,VIC,3885
WODONGA,VIC,3690
WOLLERT,VIC,3750
WOMBAT CREEK,VIC,3888
WOMBELANO,VIC,3409
WON WRON,VIC,3971
WONGA,VIC,3960
WONGA PARK,VIC,3115
WONGARRA,VIC,3234
WONGUNGARRA,VIC,3862
WONNANGATTA,VIC,3737
WONTHAGGI,VIC,3995
WONWONDAH,VIC,3401
WONYIP,VIC,3962
WOOD WOOD,VIC,3596
WOODEND,VIC,3442
WOODEND NORTH,VIC,3442
WOODFIELD,VIC,3715
WOODFORD,VIC,3281
WOODGLEN,VIC,3875
WOODHOUSE,VIC,3294
WOODLEIGH,VIC,3945
WOODS POINT,VIC,3723
WOODSIDE,VIC,3874
WOODSIDE BEACH,VIC,3874
WOODSTOCK,VIC,3751
WOODSTOCK ON LODDON,VIC,3551
WOODSTOCK WEST,VIC,3463
WOODVALE,VIC,3556
WOOL WOOL,VIC,3249
WOOLAMAI,VIC,3995
WOOLENOOK,VIC,3860
WOOLSHED FLAT,VIC,3518
WOOLSTHORPE,VIC,3276
WOOMELANG,VIC,3485
WOORAGEE,VIC,3747
WOORARRA EAST,VIC,3962
WOORARRA WEST,VIC,3960
WOOREEN,VIC,3953
WOORI YALLOCK,VIC,3139
WOORINEN,VIC,3589
WOORINEN NORTH,VIC,3589
WOORINEN SOUTH,VIC,3588
WOORNDOO,VIC,3272
WOOROONOOK,VIC,3525
WOOSANG,VIC,3518
WOOTONG VALE,VIC,3315
WORROWING,VIC,3858
WRATHUNG,VIC,3860
WRIXON,VIC,3860
WROXHAM,VIC,3891
WUK WUK,VIC,3875
WULGULMERANG,VIC,3885
WULGULMERANG EAST,VIC,3885
WULGULMERANG WEST,VIC,3885
WUNGHNU,VIC,3635
WURDIBOLUC,VIC,3241
WURRUK,VIC,3850
WY YUNG,VIC,3875
WYCHEPROOF,VIC,3527
WYCHEPROOF SOUTH,VIC,3527
WYCHITELLA,VIC,3525
WYCHITELLA NORTH,VIC,3525
WYE RIVER,VIC,3234
WYELANGTA,VIC,3237
WYNDHAM VALE,VIC,3024
WYUNA,VIC,3620
WYUNA EAST,VIC,3620
YAAPEET,VIC,3424
YABBA NORTH,VIC,3646
YABBA SOUTH,VIC,3646
YACKANDANDAH,VIC,3749
YALCA,VIC,3637
YALLA-Y-POORA,VIC,3378
YALLAMBIE,VIC,3085
YALLOURN,VIC,3825
YALLOURN NORTH,VIC,3825
YALMY,VIC,3885
YAMBUK,VIC,3285
YAMBUNA,VIC,3621
YAN YEAN,VIC,3755
YANAC,VIC,3418
YANAKIE,VIC,3960
YANDO,VIC,3537
YANDOIT,VIC,3461
YANDOIT HILLS,VIC,3461
YANGERY,VIC,3283
YANGOURA,VIC,3858
YANNATHAN,VIC,3981
YAPEEN,VIC,3451
YARCK,VIC,3719
YARPTURK,VIC,3283
YARRA GLEN,VIC,3775
YARRA JUNCTION,VIC,3797
YARRABERB,VIC,3516
YARRAGON,VIC,3823
YARRAGON SOUTH,VIC,3823
YARRAM,VIC,3971
YARRAMBAT,VIC,3091
YARRAVILLE,VIC,3013
YARRAWALLA,VIC,3575
YARRAWONGA,VIC,3730
YARRAWONGA SOUTH,VIC,3730
YARROWEYAH,VIC,3644
YATCHAW,VIC,3301
YAWONG HILLS,VIC,3478
YEA,VIC,3717
YELLINGBO,VIC,3139
YELTA,VIC,3505
YENDON,VIC,3352
YEO,VIC,3249
YEODENE,VIC,3249
YERING,VIC,3770
YEUNGROON,VIC,3525
YEUNGROON EAST,VIC,3525
YIELIMA,VIC,3638
YINNAR,VIC,3869
YINNAR SOUTH,VIC,3869
YORK PLAINS,VIC,3477
YOUANMITE,VIC,3646
YOUARANG,VIC,3728
YULECART,VIC,3301
YUNDOOL,VIC,3727
YUROKE,VIC,3063
YUULONG,VIC,3237
ZEERUST,VIC,3634
ZUMSTEINS,VIC,3401
ABBA RIVER,WA,6280
ABBEY,WA,6280
ACTON PARK,WA,6280
ADAMSVALE,WA,6375
AJANA,WA,6532
ALBANY,WA,6330
ALDERSYDE,WA,6306
ALEXANDER HEIGHTS,WA,6064
ALEXANDRA BRIDGE,WA,6288
ALFRED COVE,WA,6154
ALKIMOS,WA,6038
ALLANOOKA,WA,6525
ALLANSON,WA,6225
ALMA,WA,6535
AMBANIA,WA,6632
AMBERGATE,WA,6280
AMELUP,WA,6338
ANGELO RIVER,WA,6642
ANKETELL,WA,6167
ANNIEBROOK,WA,6280
ANTONYMYRE,WA,6714
APPLECROSS,WA,6153
ARDATH,WA,6419
ARDROSS,WA,6153
ARGYLE,WA,6239
ARMADALE,WA,6112
ARRINO,WA,6519
ARROWSMITH,WA,6525
ARROWSMITH EAST,WA,6519
ARTHUR RIVER,WA,6315
ASCOT,WA,6104
ASHBY,WA,6065
ASHENDON,WA,6111
ASHFIELD,WA,6054
ATTADALE,WA,6156
ATWELL,WA,6164
AUBIN GROVE,WA,6164
AUGUSTA,WA,6290
AUSTRALIND,WA,6233
AVELEY,WA,6069
AVON VALLEY NATIONAL PARK,WA,6084
BAANDEE,WA,6412
BABAKIN,WA,6428
BABBAGE ISLAND,WA,6701
BADGEBUP,WA,6317
BADGERIN ROCK,WA,6475
BADGIN,WA,6302
BADGINGARRA,WA,6521
BADJALING,WA,6383
BAILUP,WA,6082
BAKERS HILL,WA,6562
BALBARRUP,WA,6258
BALCATTA,WA,6021
BALDIVIS,WA,6171
BALGA,WA,6061
BALINGUP,WA,6253
BALKULING,WA,6383
BALLA BALLA,WA,6714
BALLADONG,WA,6302
BALLADONIA,WA,6443
BALLAJURA,WA,6066
BALLAYING,WA,6315
BALLIDU,WA,6606
BALLY BALLY,WA,6304
BAMBUN,WA,6503
BANDY CREEK,WA,6450
BANDYA,WA,6440
BANJUP,WA,6164
BANKSIA GROVE,WA,6031
BANKSIADALE,WA,6213
BANNISTER,WA,6390
BARBALIN,WA,6479
BARBERTON,WA,6510
BARRABUP,WA,6275
BARRAGUP,WA,6209
BARROW ISLAND,WA,6712
BASKERVILLE,WA,6056
BASSENDEAN,WA,6054
BATEMAN,WA,6150
BAUDIN,WA,6284
BAYNTON,WA,6714
BAYONET HEAD,WA,6330
BAYSWATER,WA,6053
BEACHLANDS,WA,6530
BEACON,WA,6472
BEACONSFIELD,WA,6162
BEADELL,WA,6440
BEAUFORT RIVER,WA,6394
BEAUMONT,WA,6450
BECKENHAM,WA,6107
BEDFORD,WA,6052
BEDFORDALE,WA,6112
BEECHBORO,WA,6063
BEECHINA,WA,6556
BEEDELUP,WA,6260
BEELA,WA,6224
BEELERUP,WA,6239
BEELIAR,WA,6164
BEENONG,WA,6353
BEERMULLAH,WA,6503
BEJOORDING,WA,6566
BELDON,WA,6027
BELHUS,WA,6069
BELLEVUE,WA,6056
BELMONT,WA,6104
BENCUBBIN,WA,6477
BENGER,WA,6223
BENJABERRING,WA,6463
BENJINUP,WA,6255
BENNETT SPRINGS,WA,6063
BENTLEY,WA,6102
BERESFORD,WA,6530
BERKSHIRE VALLEY,WA,6510
BERNIER ISLAND,WA,6701
BERTRAM,WA,6167
BEVERLEY,WA,6304
BIBRA LAKE,WA,6163
BICKLEY,WA,6076
BICTON,WA,6157
BIDDELIA,WA,6260
BIG GROVE,WA,6330
BILBARIN,WA,6375
BILINGURR,WA,6725
BIMBIJY,WA,6472
BINDI BINDI,WA,6574
BINDOON,WA,6502
BINDOON TRAINING AREA,WA,6502
BINDULI,WA,6430
BINNINGUP,WA,6233
BINNU,WA,6532
BIRCHMONT,WA,6214
BLUFF POINT,WA,6530
BLYTHEWOOD,WA,6208
BOALLIA,WA,6280
BOBALONG,WA,6320
BODALLIN,WA,6424
BODDINGTON,WA,6390
BOILUP,WA,6394
BOKAL,WA,6392
BOLGART,WA,6568
BONNIE ROCK,WA,6479
BONNIEFIELD,WA,6525
BOODARIE,WA,6722
BOODAROCKIN,WA,6423
BOOKARA,WA,6525
BOONANARRING,WA,6503
BOORABBIN,WA,6429
BOORAGOON,WA,6154
BOORALAMING,WA,6475
BOORARA,WA,6431
BOORARA BROOK,WA,6262
BOOTENAL,WA,6532
BOOTHENDARRA,WA,6521
BORANUP,WA,6286
BORDEN,WA,6338
BORDERDALE,WA,6320
BORNHOLM,WA,6330
BOSCABEL,WA,6394
BOULDER,WA,6432
BOUNDAIN,WA,6312
BOUVARD,WA,6211
BOVELL,WA,6280
BOW BRIDGE,WA,6333
BOWELLING,WA,6225
BOWES,WA,6535
BOWGADA,WA,6623
BOXWOOD HILL,WA,6338
BOYA,WA,6056
BOYANUP,WA,6237
BOYATUP,WA,6450
BOYERINE,WA,6316
BOYUP BROOK,WA,6244
BRABHAM,WA,6055
